model,engine_power,age_in_days,km,previous_owners,lat,lon,price
lounge,51,609,47989,1,41.10787964,14.20880985,9800
lounge,51,670,52400,1,43.25386047,11.81614971,8800
lounge,51,670,21000,1,44.0098114,10.59037018,10800
lounge,51,3835,96700,1,41.46273041,12.90528011,6300
lounge,51,821,14500,1,41.90322113,12.49565029,10600
lounge,51,790,40100,1,45.33407974,11.37687016,10200
pop,51,701,13947,1,45.43811035,12.31814957,9700
lounge,51,2192,106000,1,40.56388855,17.33919907,7500
sport,51,3470,139750,3,41.2329483,16.29486084,5800
pop,51,731,56000,3,40.8401413,14.25226021,8900
pop,51,2070,97677,1,42.51440811,14.14770985,7790
lounge,51,670,23458,1,41.10787964,14.20880985,9400
lounge,51,366,9248,1,39.21453857,9.110489845,10000
pop,51,2404,85000,1,43.52902985,12.16218376,6499
lounge,51,609,45053,1,41.10787964,14.20880985,9600
lounge,51,3227,68000,1,39.84526062,18.36552048,7450
pop,51,731,17400,1,44.0098114,10.59037018,10800
lounge,51,2466,47524,1,45.06967926,7.704919815,7950
sport,62,3074,112117,1,45.25228119,8.742609978,8900
pop,62,1797,32000,1,40.91109085,14.39820957,10500
lounge,51,456,13000,1,45.96057129,8.449370384,10490
lounge,51,3347,138000,2,45.5320015,9.28153038,4600
pop,51,4169,143253,2,43.70996094,10.3994503,3900
pop,51,2404,80613,2,41.90322113,12.49565029,6900
lounge,51,3227,140000,2,41.7690506,12.66281033,4800
lounge,51,609,34782,2,41.10787964,14.20880985,8900
lounge,51,366,9248,1,44.50482178,11.34517956,10000
sport,51,4261,105000,1,45.69655991,9.064319611,4900
lounge,51,670,36900,1,40.91411972,14.26638985,8900
lounge,51,366,12000,1,42.09685898,11.78981018,9990
pop,51,1492,59000,1,44.0098114,10.59037018,7500
lounge,51,1492,56779,1,45.25130844,10.66870022,10900
lounge,51,4200,110000,1,41.90322113,12.49565029,4999
lounge,51,425,19570,1,45.6835289,11.95294952,10500
lounge,51,790,33869,1,43.52902985,12.16218376,9490
pop,51,701,39162,1,45.5712204,9.159139633,9780
lounge,51,3743,128000,1,37.50395966,14.96681023,6700
pop,51,4049,163000,1,45.66228104,9.631299973,4900
lounge,51,1066,69000,1,41.90322113,12.49565029,8900
lounge,51,670,42207,1,41.10787964,14.20880985,8900
lounge,51,4414,149326,1,45.81071091,9.08714962,3900
pop,51,2739,91000,1,45.69655991,9.064319611,7800
lounge,51,2466,110000,1,45.06967926,7.704919815,5990
pop,51,1886,33530,1,40.82139969,14.12238026,7300
lounge,51,670,26500,1,44.0098114,10.59037018,10800
lounge,51,670,56779,1,45.25130844,10.66870022,10900
lounge,51,1797,71800,1,45.81475067,8.830129623,9300
pop,51,2039,47000,1,43.52902985,12.16218376,7490
sport,51,701,39162,1,40.75220871,14.45341015,9879
lounge,51,790,36624,1,45.02238846,7.586019993,8990
lounge,51,1155,27944,1,45.49134827,10.21743965,9900
pop,51,701,42000,1,45.67449188,12.15540028,8450
lounge,51,640,38231,1,41.10787964,14.20880985,8900
lounge,51,2616,56000,1,45.58409119,9.270959854,7699
pop,51,3835,160000,1,45.57213974,9.768670082,5700
lounge,51,762,60000,2,45.43830109,10.99170017,9400
pop,51,366,19500,2,44.0098114,10.59037018,9900
lounge,51,790,28291,1,40.40106964,15.59286976,9499
pop,51,1552,54000,1,43.46353912,11.87765026,11000
lounge,51,456,22172,1,44.41175842,12.2040596,10900
lounge,51,2466,83490,3,43.52902985,12.16218376,6490
pop,51,701,39162,3,40.75220871,14.45341015,9879
sport,51,4049,98000,1,41.90322113,12.49565029,5500
lounge,51,731,17400,1,45.64250183,12.16362,9800
lounge,51,640,34419,1,41.10787964,14.20880985,8900
lounge,51,762,18467,1,40.40106964,15.59286976,9999
lounge,51,397,13546,1,41.90322113,12.49565029,9550
pop,51,670,45400,1,43.88188934,10.80235004,10500
sport,51,3500,60000,2,45.43830109,10.99170017,6900
pop,51,4474,119000,2,45.6563797,9.50508976,4700
pop,51,4049,140000,2,40.40106964,15.59286976,5700
lounge,51,2527,117000,2,45.78366852,8.967240334,7885
lounge,51,1278,24162,1,45.06967926,7.704919815,8990
lounge,51,821,32150,1,45.51285172,9.980259895,10400
sport,51,701,56779,1,41.90322113,12.49565029,10180
lounge,51,821,14900,1,45.64250183,12.16362,9800
lounge,51,2101,80133,1,45.46796036,9.181779861,7990
lounge,51,670,35985,1,41.10787964,14.20880985,8900
lounge,51,397,13017,1,41.90322113,12.49565029,9550
lounge,51,366,7200,1,41.90322113,12.49565029,10500
pop,51,366,11200,1,45.54597855,12.16055965,9490
lounge,51,456,16000,1,45.96057129,8.449370384,10490
pop,51,2527,106000,1,45.76464844,8.99450016,6900
lounge,51,2647,70000,1,43.52130127,11.56849003,7500
lounge,51,456,21907,1,45.39360046,10.48223972,10900
pop,51,1066,16000,1,45.76197052,11.43605042,9500
sport,51,701,39162,1,41.80298996,12.59893036,10180
lounge,51,456,15344,1,45.77669144,9.065250397,9890
lounge,51,790,34629,1,45.46796036,9.181779861,10490
lounge,51,2131,64678,1,45.06967926,7.704919815,7490
lounge,51,640,39332,1,41.10787964,14.20880985,9400
lounge,51,397,13546,1,41.90322113,12.49565029,9550
lounge,51,701,34027,1,44.71540833,11.30830002,10500
lounge,51,821,28220,1,41.90322113,12.49565029,10400
sport,51,3166,90000,1,40.66714096,16.60445023,6500
lounge,51,701,10000,1,43.84197998,10.51531029,9800
lounge,51,456,18253,1,45.39360046,10.48223972,10900
pop,51,366,17000,1,45.0007019,7.68227005,10200
pop,51,701,56779,1,41.90322113,12.49565029,10180
lounge,51,456,11511,1,45.77669144,9.065250397,9890
lounge,51,882,33160,1,45.77899933,12.99709034,9900
lounge,51,821,30510,1,41.90322113,12.49565029,10400
lounge,51,670,42329,1,41.10787964,14.20880985,9400
pop,51,1339,32000,1,41.90322113,12.49565029,7990
lounge,51,670,34825,1,44.71540833,11.30830002,10500
lounge,51,790,26220,1,41.90322113,12.49565029,8750
lounge,51,670,28642,1,45.60982895,9.147000313,9990
lounge,51,1461,36000,1,41.90322113,12.49565029,9300
lounge,51,762,13590,1,44.50482178,11.34517956,10500
pop,51,701,39162,1,41.80298996,12.59893036,10180
lounge,51,397,18324,1,45.77669144,9.065250397,9990
lounge,51,821,18990,1,41.90322113,12.49565029,10700
lounge,51,640,38294,1,41.10787964,14.20880985,8900
pop,51,3684,116000,1,45.0007019,7.68227005,4900
lounge,51,640,33630,1,44.71540833,11.30830002,10500
lounge,51,821,26390,1,41.90322113,12.49565029,10500
lounge,51,670,28181,1,45.60982895,9.147000313,9990
lounge,51,1247,23000,1,41.90322113,12.49565029,10600
lounge,51,1035,22000,1,41.05591965,14.29944038,9500
lounge,51,4108,90000,1,45.78366852,8.967240334,5000
lounge,51,2070,114000,1,45.53659058,10.23204041,7000
lounge,51,397,18900,1,45.19216156,11.21302032,10900
lounge,51,670,30000,1,45.76464844,8.99450016,10800
lounge,51,609,44208,1,41.10787964,14.20880985,9500
lounge,51,609,114000,1,40.84590149,14.36927032,4600
lounge,51,640,33389,1,41.10787964,14.20880985,8900
sport,73,4414,190000,1,41.90322113,12.49565029,3800
pop,51,4414,119000,1,45.50133896,9.025719643,4490
lounge,51,640,41000,1,43.06753159,12.55154991,10800
pop,51,1886,33530,1,40.9921608,14.21393013,7300
lounge,51,670,30357,1,45.60982895,9.147000313,9990
pop,51,731,39900,1,45.57402039,10.00240993,9850
lounge,51,1035,25000,1,41.05591965,14.29944038,9500
pop,51,790,36060,1,45.46796036,9.181779861,9990
lounge,51,1308,49000,1,45.46796036,9.181779861,9490
lounge,51,762,41110,1,42.10424042,13.60245895,10300
pop,51,2374,108000,1,45.78366852,8.967240334,7400
lounge,51,701,39207,1,41.10787964,14.20880985,8900
pop,51,2343,82000,1,45.60697174,9.629229546,6490
pop,51,1066,66000,1,40.8401413,14.25226021,7900
pop,51,790,39144,1,45.70724869,11.4776001,9700
lounge,51,1127,24000,1,40.3579483,18.16801071,10990
lounge,51,790,30779,1,45.29212189,12.03197956,10490
lounge,51,1217,56779,1,45.66635895,12.24188995,10800
lounge,51,762,22770,1,45.53266144,9.038920403,10900
pop,51,366,17845,1,45.46796036,9.181779861,9800
lounge,51,456,11511,1,45.43610001,8.887869835,9890
pop,51,701,47600,1,41.8230896,12.80220985,8500
lounge,51,4049,158000,1,40.94717026,14.37254047,4500
lounge,51,640,32328,1,41.10787964,14.20880985,8900
pop,51,3804,110000,1,45.77658844,12.04730034,3900
lounge,51,2861,65000,1,39.69966125,9.577730179,5800
lounge,51,3684,134000,1,44.50482178,11.34517956,5500
lounge,51,1005,28000,1,44.09373856,12.39601994,9800
sport,51,4535,133900,1,44.03533173,10.13949013,5900
lounge,77,1674,32654,1,40.8401413,14.25226021,9990
lounge,51,456,14970,1,45.81475067,8.830129623,10700
lounge,51,397,18324,1,45.43610001,8.887869835,9990
lounge,74,3957,235000,1,45.96493149,12.6445303,5700
lounge,51,2739,82000,1,45.63032913,12.56696033,6900
lounge,51,397,11997,1,41.08335114,16.77858925,9999
lounge,51,366,17559,1,45.43811035,12.31814957,10800
lounge,51,366,13464,1,45.36685944,10.21848011,9699
lounge,51,1066,59961,1,40.75220871,14.45341015,7479
lounge,51,425,16805,1,40.8401413,14.25226021,10690
lounge,51,701,14500,1,45.43811035,12.31814957,10000
sport,51,4474,88578,1,40.3579483,18.16801071,5790
lounge,51,4322,116210,1,45.78366852,8.967240334,6250
pop,51,1066,65689,1,44.50883865,11.46907997,8500
lounge,51,1155,53000,1,45.46796036,9.181779861,9990
lounge,51,670,30000,1,45.76464844,8.99450016,10800
lounge,51,456,15344,1,45.43610001,8.887869835,9890
pop,51,397,17000,1,41.90322113,12.49565029,9970
pop,51,1736,50059,1,41.90322113,12.49565029,7350
lounge,51,397,11997,1,41.90322113,12.49565029,9999
lounge,51,397,19510,1,45.43811035,12.31814957,10800
lounge,51,397,14796,1,45.36685944,10.21848011,9999
lounge,51,701,19000,1,40.73484039,14.57341957,9299
pop,51,2192,69000,1,41.46273041,12.90528011,6900
lounge,51,821,14630,1,44.09373856,12.39601994,10900
pop,51,1431,87000,1,44.50883865,11.46907997,7450
lounge,51,3835,124000,1,45.69522858,9.669509888,5200
lounge,51,670,31000,1,45.76464844,8.99450016,10800
lounge,51,3319,129000,1,43.88206863,11.10035038,5800
lounge,51,3197,72900,1,45.43244934,9.10958004,8500
pop,51,366,14730,1,44.51242828,11.12837982,9500
lounge,51,397,11997,1,45.66635895,12.24188995,9999
lounge,51,397,12473,1,45.43811035,12.31814957,10800
lounge,51,1431,30200,1,44.50482178,11.34517956,9900
lounge,51,640,40600,1,43.06753159,12.55154991,10800
lounge,74,3804,62000,1,45.07133102,7.515940189,5900
lounge,51,366,14500,1,45.43811035,12.31814957,10100
pop,51,2831,79271,1,40.3579483,18.16801071,8490
lounge,51,2831,134000,1,40.9556694,14.53141022,5800
lounge,51,790,33597,1,45.46796036,9.181779861,9790
lounge,51,1005,51000,1,40.91136169,14.21119976,8799
lounge,51,670,30000,1,45.76464844,8.99450016,10800
lounge,51,1827,81600,1,40.56082916,17.80801964,6490
lounge,51,821,26330,1,41.90322113,12.49565029,10500
lounge,51,1217,28000,1,40.65832138,17.70716095,8600
lounge,51,366,13269,1,45.43811035,12.31814957,10800
lounge,51,2131,59000,1,42.10237122,12.17640018,8400
pop,51,731,33961,1,45.65993118,8.792559624,10200
lounge,51,425,24500,1,45.43811035,12.31814957,10100
pop,51,3623,77000,1,45.63404083,10.19487,7990
lounge,51,1155,32000,1,41.68379974,12.77451992,8900
lounge,51,1827,39439,1,45.66067886,10.06460953,9400
pop,51,366,19220,1,45.43811035,12.31814957,9800
sport,51,4261,95000,1,43.37266159,13.21980953,4800
lounge,51,1155,38000,1,41.2392807,13.93301964,8999
lounge,51,640,33000,1,45.40507126,9.927339554,9900
lounge,51,701,42915,1,45.06967926,7.704919815,9500
pop,51,790,50740,1,40.87142944,14.43896008,8300
lounge,51,456,19494,1,44.38822174,7.54832983,10900
pop,51,1766,80000,1,42.10237122,12.17640018,7500
lounge,51,2162,78817,1,45.40943909,11.87170982,8500
lounge,51,731,20000,1,41.57223892,13.33368969,9900
lounge,51,670,24598,1,45.43811035,12.31814957,10000
pop,51,731,25000,1,41.72117996,12.67368031,10400
lounge,51,2861,108000,2,43.56518173,11.17848015,6900
lounge,51,2251,57688,2,45.73727036,11.38978958,8800
lounge,51,456,13250,2,42.10237122,12.17640018,10890
lounge,51,1155,40700,1,41.90322113,12.49565029,8750
lounge,51,670,29000,1,45.40507126,9.927339554,9900
lounge,51,1186,14500,1,41.90322113,12.49565029,10990
pop,51,790,42259,1,40.87142944,14.43896008,8300
lounge,51,670,5140,1,44.90724182,8.611559868,9500
lounge,51,3653,122649,1,44.64313126,10.9340601,5300
lounge,51,3227,54877,1,45.53659058,10.23204041,9900
lounge,51,882,25000,1,44.90724182,8.611559868,8900
lounge,51,3074,98000,1,45.60689163,9.306619644,6500
lounge,51,2101,46000,1,43.56518173,11.17848015,9200
lounge,51,821,15546,1,41.90322113,12.49565029,9500
pop,51,1278,41000,1,40.74824142,14.52834988,7799
lounge,51,640,33007,1,41.10787964,14.20880985,9700
pop,51,517,23000,1,45.06967926,7.704919815,10990
pop,51,2282,85000,1,45.6835289,11.95294952,8400
lounge,51,366,11500,1,44.51242828,11.12837982,10400
pop,51,366,19455,1,45.51256943,10.32901001,9500
lounge,51,397,15999,1,45.36685944,10.21848011,9999
lounge,51,3135,89000,1,46.16872025,12.70748997,6900
lounge,51,2162,78817,1,45.92216873,12.36149979,8500
lounge,51,2861,47016,1,45.53659058,10.23204041,7900
lounge,51,790,18700,1,41.57223892,13.33368969,9900
lounge,51,1370,55600,1,40.33591843,15.33714008,9300
lounge,51,790,40000,1,45.58409119,9.270959854,9900
lounge,51,1613,45000,1,44.29430008,9.674440384,8800
lounge,51,2162,66900,1,45.67483902,9.687859535,8500
lounge,51,701,31331,1,41.10787964,14.20880985,9700
lounge,51,456,14900,1,45.71659088,9.708080292,10400
pop,51,4383,107600,1,44.63998032,8.64468956,3950
sport,51,3623,185000,1,45.02709961,12.22085953,4400
lounge,51,1917,53182,1,45.62813187,9.045459747,7900
lounge,51,731,9600,1,40.66714096,16.60445023,10500
lounge,51,640,39414,1,41.10787964,14.20880985,8900
pop,51,366,5870,1,41.08335114,16.77858925,10999
lounge,51,1858,94752,1,45.53659058,10.23204041,7900
lounge,51,790,18300,1,41.57223892,13.33368969,9980
pop,51,3500,105026,1,40.3579483,18.16801071,5490
pop,51,1858,108650,1,45.67927933,9.237190247,6790
lounge,51,397,13988,1,45.70724869,11.4776001,10500
lounge,51,762,20000,1,41.90322113,12.49565029,8990
lounge,51,640,41810,1,41.10787964,14.20880985,9700
pop,51,3347,85500,1,45.66635895,12.24188995,5699
sport,73,4108,129000,1,45.16025162,9.137539864,4000
lounge,51,2527,92956,1,41.31988907,16.2791996,7300
lounge,51,425,15380,1,45.06967926,7.704919815,10500
lounge,51,1035,45000,1,41.90322113,12.49565029,10500
lounge,51,640,28548,1,41.10787964,14.20880985,9400
pop,51,366,5870,1,41.90322113,12.49565029,10999
lounge,51,1066,70458,1,45.53659058,10.23204041,8900
lounge,51,3774,106000,2,42.34614944,14.40161037,6300
lounge,51,3013,76000,2,40.41302109,16.69087029,6900
lounge,51,762,18000,2,45.58409119,9.270959854,9900
lounge,51,762,18157,1,40.83581161,14.50440979,9590
lounge,51,701,24000,1,41.90322113,12.49565029,8990
lounge,51,640,30323,1,41.10787964,14.20880985,9700
pop,51,3347,85500,1,41.08335114,16.77858925,5699
sport,51,3288,145000,2,42.94897842,13.87775993,4500
lounge,51,397,19600,2,44.51242828,11.12837982,10900
lounge,51,4108,134000,2,45.1778717,7.644120216,5550
lounge,51,1035,45000,2,41.90322113,12.49565029,10500
lounge,51,701,25656,2,41.10787964,14.20880985,9400
pop,51,366,5870,2,45.66635895,12.24188995,10999
lounge,51,1066,68597,2,45.53659058,10.23204041,8900
lounge,51,762,37447,2,42.09685898,11.78981018,9990
pop,51,3743,129000,2,43.25925064,13.01226044,5300
lounge,51,762,20000,2,45.58409119,9.270959854,9900
pop,51,821,13000,1,45.3956604,9.638270378,9900
lounge,51,762,10100,1,41.90322113,12.49565029,9900
lounge,51,640,32061,1,41.10787964,14.20880985,9700
pop,51,3347,85500,1,41.90322113,12.49565029,5699
lounge,51,790,38510,1,41.90322113,12.49565029,10300
lounge,51,3288,84318,1,43.78237152,11.25498962,6450
lounge,51,670,25571,1,41.10787964,14.20880985,9400
lounge,51,670,42260,1,41.10787964,14.20880985,9400
pop,51,366,5870,1,43.78237152,11.25498962,10999
lounge,51,1066,70055,1,45.53659058,10.23204041,8900
lounge,51,366,9248,1,41.90322113,12.49565029,10000
lounge,51,1552,36500,1,44.38822174,7.54832983,9900
lounge,51,790,15000,1,45.58409119,9.270959854,9900
lounge,51,3927,98137,1,44.11185837,9.958860397,5500
lounge,51,1186,34000,1,40.81591034,14.57960033,8499
lounge,51,701,28438,1,41.10787964,14.20880985,9700
lounge,51,731,22125,1,40.87142944,14.43896008,9950
lounge,51,852,30000,1,45.38516998,12.00809002,9800
sport,51,1858,65000,1,40.63722992,15.7992897,10490
lounge,51,397,12917,1,39.29122162,16.25251389,9690
lounge,51,670,32129,1,41.10787964,14.20880985,9400
lounge,51,640,32970,1,41.10787964,14.20880985,9400
lounge,51,1917,89000,1,45.06967926,7.704919815,8500
lounge,51,1066,77020,1,45.53659058,10.23204041,8900
lounge,51,366,9248,1,45.43830109,10.99170017,10000
lounge,51,762,18000,1,46.13788986,11.11398983,10450
lounge,51,790,22000,1,45.58409119,9.270959854,9900
pop,51,366,16600,1,46.17649841,9.903670311,10200
lounge,51,1461,39500,3,45.92216873,12.36149979,9800
lounge,51,670,14475,3,41.10787964,14.20880985,9700
lounge,51,1400,58684,3,45.68825912,8.731450081,8900
lounge,51,4018,35473,1,45.77568817,8.855879784,6799
lounge,51,790,37000,1,45.43830109,10.99170017,8990
lounge,51,1127,29500,1,43.89019012,10.33331966,9700
lounge,51,701,34031,1,41.10787964,14.20880985,9400
lounge,51,670,32867,1,41.10787964,14.20880985,9400
pop,51,2922,120000,1,41.99634933,12.72344017,7950
lounge,51,1066,73589,1,45.53659058,10.23204041,8900
lounge,51,578,32057,1,41.90322113,12.49565029,9600
lounge,51,366,13105,1,45.74074173,12.23266983,10950
lounge,51,701,25692,1,45.43878937,10.76424026,10300
lounge,51,2496,85598,1,45.61143875,8.901260376,7400
lounge,51,731,20025,1,41.68928146,13.25494003,9900
lounge,51,670,39470,1,41.10787964,14.20880985,10900
lounge,51,640,31277,1,41.90322113,12.49565029,9500
sport,74,3896,157000,2,45.16540909,10.79242039,4900
sport,51,3835,83000,2,45.82658005,10.09716988,5900
lounge,51,640,33626,2,41.10787964,14.20880985,9400
lounge,51,670,32213,2,41.10787964,14.20880985,8900
pop,51,3927,156000,2,41.99634933,12.72344017,4500
lounge,62,3197,72247,1,45.53659058,10.23204041,7500
lounge,51,578,32057,1,45.43830109,10.99170017,9600
pop,51,3500,160000,1,46.13788986,11.11398983,6250
lounge,51,4627,171150,1,45.83068848,12.03334045,2900
lounge,51,1583,97000,1,45.3956604,9.638270378,8700
sport,51,701,39162,1,45.5712204,9.159139633,9780
pop,51,1858,69683,1,41.90322113,12.49565029,8500
lounge,51,397,15728,1,41.83264923,12.75259972,9970
lounge,51,366,12950,1,44.51242828,11.12837982,10400
lounge,51,2251,32000,1,45.82658005,10.09716988,8600
lounge,51,640,35711,1,41.10787964,14.20880985,9400
lounge,51,670,35872,1,41.10787964,14.20880985,9400
lounge,51,4139,123105,2,45.65016174,9.205189705,4500
lounge,51,1066,76391,2,45.53659058,10.23204041,8900
pop,51,1400,57662,1,45.46796036,9.181779861,7800
lounge,62,2496,80000,1,46.79561234,11.93916416,7400
lounge,51,548,9700,1,41.77008057,12.22710991,10900
lounge,51,762,33435,1,41.10787964,14.20880985,10900
pop,51,1613,62000,1,45.67181015,9.609210014,7800
lounge,51,790,21600,1,41.90322113,12.49565029,8750
lounge,51,1278,69140,1,41.90322113,12.49565029,8700
lounge,51,397,16653,1,41.83264923,12.75259972,9970
pop,51,366,14730,1,44.51242828,11.12837982,9500
pop,51,1186,58000,1,44.79853058,10.34022045,8900
lounge,51,701,34120,1,41.10787964,14.20880985,9400
lounge,51,640,33767,1,41.10787964,14.20880985,9400
pop,51,1858,57500,1,45.76697922,11.73840046,7500
lounge,51,1066,71107,1,45.53659058,10.23204041,8900
lounge,51,701,36500,1,44.33240128,8.515649796,10990
lounge,51,3288,61973,1,45.43811035,12.31814957,7950
lounge,73,2496,69000,1,45.50944901,9.088700294,6800
lounge,51,762,29378,1,41.10787964,14.20880985,10900
pop,51,366,19637,1,45.43811035,12.31814957,9800
lounge,51,790,22610,1,41.90322113,12.49565029,8000
pop,51,3227,73000,1,38.12207031,13.36112022,7490
lounge,51,397,12575,1,41.83264923,12.75259972,9970
pop,51,1127,68523,1,45.5712204,9.159139633,8250
lounge,51,2466,78000,1,43.46353912,11.87765026,7900
lounge,51,609,32733,1,41.10787964,14.20880985,9400
lounge,51,640,39328,1,41.10787964,14.20880985,9400
lounge,51,3835,123892,1,45.35438919,11.86925983,6500
lounge,51,1066,72076,1,45.53659058,10.23204041,8900
lounge,51,701,36500,1,44.33240128,8.515649796,9990
lounge,51,762,16000,1,41.90322113,12.49565029,8990
lounge,51,4230,130000,1,40.53305054,17.58444977,5100
lounge,51,701,29506,1,46.21461105,13.21988964,10700
lounge,51,762,36993,1,45.5712204,9.159139633,8980
lounge,51,790,24620,1,41.90322113,12.49565029,8000
lounge,51,425,19046,1,45.6835289,11.95294952,10500
pop,51,3227,48000,1,45.07133102,7.515940189,8500
pop,51,1155,65235,1,45.5712204,9.159139633,8250
lounge,51,3592,80000,1,43.46353912,11.87765026,6500
lounge,51,640,37891,1,41.10787964,14.20880985,9400
lounge,51,670,38507,1,41.10787964,14.20880985,9400
lounge,51,3988,115557,1,41.90322113,12.49565029,4900
lounge,51,1066,69873,1,45.53659058,10.23204041,8900
lounge,51,762,38300,1,44.33240128,8.515649796,10600
lounge,51,1308,27471,1,41.90322113,12.49565029,10500
pop,51,3653,52000,1,44.64313126,10.9340601,9500
pop,51,2374,94063,1,38.17837143,15.55307961,6900
lounge,51,762,36993,1,41.90322113,12.49565029,8980
lounge,51,790,27440,1,41.90322113,12.49565029,8650
pop,51,2831,75070,2,45.31705856,8.858699799,5500
sport,51,4049,110661,2,46.17649841,9.903670311,6300
lounge,51,3804,130000,2,44.54187012,10.78141975,6400
lounge,51,1766,29400,2,41.74177933,12.6441803,7300
lounge,51,609,32665,2,41.10787964,14.20880985,9400
lounge,51,670,35755,2,41.10787964,14.20880985,9400
lounge,51,456,20941,1,39.29122162,16.25251389,9700
lounge,51,731,19100,1,45.53868866,9.928310394,10200
lounge,51,762,38300,1,44.33240128,8.515649796,9800
lounge,62,1400,24936,1,41.90322113,12.49565029,8500
lounge,51,1917,73000,1,39.2908783,9.001700401,7500
lounge,51,1096,38000,1,45.42673111,9.064720154,9400
lounge,51,762,36112,1,41.80298996,12.59893036,8980
pop,51,1127,31350,1,45.81071091,9.08714962,8750
pop,51,3074,72500,1,45.46796036,9.181779861,8499
lounge,51,1827,71000,1,40.85173035,14.47784042,7600
pop,51,1308,38000,1,45.06967926,7.704919815,8900
sport,51,821,29000,1,41.74177933,12.6441803,8500
lounge,51,701,36342,1,41.10787964,14.20880985,9400
lounge,51,640,30954,1,41.10787964,14.20880985,9400
lounge,51,762,18800,1,45.53868866,9.928310394,9700
pop,51,2466,52200,1,46.49528122,11.35346031,8900
lounge,51,1461,46108,1,41.90322113,12.49565029,8000
lounge,51,1431,38000,1,45.21540833,7.633669853,9900
lounge,51,2374,75900,1,46.17649841,9.903670311,8500
lounge,51,762,39751,1,41.90322113,12.49565029,9900
lounge,51,670,33000,1,42.28702927,12.40754032,10490
lounge,51,670,21720,1,40.39588928,18.12977982,9900
lounge,51,3743,56600,1,45.42324829,9.115189552,5600
lounge,51,3743,189000,1,41.74177933,12.6441803,3990
lounge,51,701,34233,1,41.10787964,14.20880985,9400
lounge,51,670,42695,1,41.10787964,14.20880985,8900
lounge,51,701,25900,1,45.53868866,9.928310394,9900
lounge,51,3166,95000,1,45.42673111,9.064720154,7400
lounge,51,1917,29000,1,41.58634949,13.57699966,9000
lounge,51,2861,50000,1,44.55202866,7.725810051,6950
lounge,51,1521,57800,1,44.50482178,11.34517956,9500
lounge,51,762,20457,1,41.90322113,12.49565029,9700
pop,51,1155,28000,1,45.76464844,8.99450016,10900
lounge,51,1461,103519,1,43.84197998,10.51531029,7500
lounge,51,2192,100000,1,43.81702042,10.68284988,8600
lounge,51,1066,69916,1,41.90322113,12.49565029,8980
lounge,51,670,34819,1,41.10787964,14.20880985,9400
lounge,51,701,42095,1,41.10787964,14.20880985,8900
lounge,51,1096,16876,1,43.06753159,12.55154991,10500
pop,51,1155,47000,1,41.90322113,12.49565029,7900
lounge,51,3562,88000,1,41.59114075,13.24621964,5000
lounge,51,1797,61000,1,40.85889816,14.35719013,6990
lounge,51,762,15613,1,41.90322113,12.49565029,9900
pop,51,790,44687,1,41.10787964,14.20880985,8800
lounge,51,1461,103519,1,43.87985992,10.78281021,7500
lounge,51,4474,143900,1,44.64313126,10.9340601,5400
lounge,51,1066,69916,1,45.5712204,9.159139633,8980
lounge,51,670,32835,1,41.10787964,14.20880985,9400
lounge,51,701,39024,1,41.10787964,14.20880985,9400
lounge,51,397,16300,1,45.06967926,7.704919815,10200
lounge,51,943,15748,1,43.06753159,12.55154991,10700
lounge,51,790,46038,1,45.06888962,9.266180038,10900
lounge,51,3319,122000,1,44.90724182,8.611559868,5500
lounge,51,3684,105000,1,44.64313126,10.9340601,6200
lounge,51,3105,99999,1,40.94717026,14.37254047,6500
pop,51,397,15000,1,41.90322113,12.49565029,9970
sport,62,3166,89000,1,45.72438049,11.76348972,5500
lounge,51,1247,75000,1,41.68379974,12.77451992,8000
pop,51,1186,42900,1,39.21453857,9.110489845,9900
lounge,51,1066,69916,1,41.90322113,12.49565029,8980
lounge,51,701,33942,1,41.10787964,14.20880985,9400
lounge,51,701,37093,1,41.10787964,14.20880985,9400
lounge,51,397,16300,1,41.90322113,12.49565029,10200
lounge,51,425,17539,1,40.9921608,14.21393013,10500
lounge,51,762,16700,1,40.40106964,15.59286976,9990
lounge,51,762,9500,1,44.54187012,10.78141975,10900
lounge,51,790,24086,1,45.43878937,10.76424026,10350
pop,62,3470,90000,1,40.85889816,14.35719013,5199
lounge,51,1797,48500,1,45.50133896,9.025719643,7500
lounge,51,2039,50000,1,45.43830109,10.99170017,8000
sport,51,3288,160012,4,45.14113998,9.10807991,3900
lounge,51,1492,58000,4,44.98873901,9.010499954,8890
lounge,51,1066,69916,4,45.5712204,9.159139633,8980
lounge,51,701,35752,4,41.10787964,14.20880985,9400
lounge,51,640,34992,4,41.10787964,14.20880985,9400
lounge,51,397,16300,4,45.46796036,9.181779861,10200
pop,51,2527,82000,1,41.7690506,12.66281033,3950
pop,51,731,17000,1,45.06967926,7.704919815,9500
lounge,51,1858,48900,1,45.96057129,8.449370384,10900
lounge,51,731,24235,1,45.43878937,10.76424026,10350
pop,51,2496,80000,1,41.77008057,12.22710991,8500
lounge,51,731,16500,1,40.66714096,16.60445023,10500
lounge,51,1917,126426,1,41.7690506,12.66281033,6500
lounge,51,701,58231,1,45.02238846,7.586019993,7900
lounge,51,1674,89000,1,41.14123154,14.39577961,7600
lounge,51,1066,69916,1,40.75220871,14.45341015,8979
lounge,51,670,36458,1,41.10787964,14.20880985,9400
lounge,51,670,40639,1,41.10787964,14.20880985,8900
lounge,51,974,40000,1,45.28242111,9.931300163,9950
